pizza_id,order_id,customer_id,pizza_name_id,quantity,order_date,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_name,ingredient_names,ingredient_ids
102,34,34b17474-7fef-4a04-8009-f83028f66521,mediterraneo_s,2,01/03/2025,18:53:35,12.0,24.0,S,Veggie,The Mediterranean Pizza,Spinach|Artichokes|Kalamata Olives|Sun-dried Tomatoes|Feta Cheese|Plum Tomatoes|Red Onions,60|5|36|61|24|49|53
103,35,e8da2040-0489-4880-a881-ef127727f204,calabrese_l,3,01/03/2025,20:53:58,20.25,60.75,L,Supreme,The Calabrese Pizza,?duja Salami|Pancetta|Tomatoes|Red Onions|Friggitello Peppers|Garlic,1|42|64|53|26|27
104,35,e8da2040-0489-4880-a881-ef127727f204,classic_dlx_m,3,01/03/2025,20:53:58,16.0,48.0,M,Classic,The Classic Deluxe Pizza,Pepperoni|Mushrooms|Red Onions|Red Peppers|Bacon,46|39|53|54|8
105,35,e8da2040-0489-4880-a881-ef127727f204,ckn_alfredo_m,3,01/03/2025,20:53:58,16.75,50.25,M,Chicken,The Chicken Alfredo Pizza,Chicken|Red Onions|Red Peppers|Mushrooms|Asiago Cheese|Alfredo Sauce,17|53|54|39|7|2
106,35,e8da2040-0489-4880-a881-ef127727f204,spinach_fet_s,1,01/03/2025,20:53:58,12.0,12.0,S,Veggie,The Spinach and Feta Pizza,Spinach|Mushrooms|Red Onions|Feta Cheese|Garlic,60|39|53|24|27
107,35,e8da2040-0489-4880-a881-ef127727f204,the_greek_l,3,01/03/2025,20:53:58,20.5,61.5,L,Classic,The Greek Pizza,Kalamata Olives|Feta Cheese|Tomatoes|Garlic|Beef Chuck Roast|Red Onions,36|24|64|27|11|53
108,36,31d39d83-97c5-4a86-8d98-c9ea5e4d6505,ckn_alfredo_s,2,01/03/2025,07:07:35,12.75,25.5,S,Chicken,The Chicken Alfredo Pizza,Chicken|Red Onions|Red Peppers|Mushrooms|Asiago Cheese|Alfredo Sauce,17|53|54|39|7|2
109,36,31d39d83-97c5-4a86-8d98-c9ea5e4d6505,ital_veggie_s,3,01/03/2025,07:07:35,12.75,38.25,S,Veggie,The Italian Vegetables Pizza,Eggplant|Artichokes|Tomatoes|Zucchini|Red Peppers|Garlic|Pesto Sauce,23|5|64|65|54|27|47
110,36,31d39d83-97c5-4a86-8d98-c9ea5e4d6505,green_garden_m,2,01/03/2025,07:07:35,16.0,32.0,M,Veggie,The Green Garden Pizza,Spinach|Mushrooms|Tomatoes|Green Olives|Feta Cheese,60|39|64|32|24
111,36,31d39d83-97c5-4a86-8d98-c9ea5e4d6505,cali_ckn_l,1,01/03/2025,07:07:35,20.75,20.75,L,Chicken,The California Chicken Pizza,Chicken|Artichoke|Spinach|Garlic|Jalapeno Peppers|Fontina Cheese|Gouda Cheese,17|4|60|27|35|25|31
112,37,8f40d15b-7ab5-4fdb-b9a0-767514af456f,spin_pesto_s,2,01/03/2025,10:51:16,12.5,25.0,S,Veggie,The Spinach Pesto Pizza,Spinach|Artichokes|Tomatoes|Sun-dried Tomatoes|Garlic|Pesto Sauce,60|5|64|61|27|47
113,38,3785fc7c-35aa-4e40-b620-f54b10e8a832,spinach_supr_s,1,01/03/2025,04:25:35,12.5,12.5,S,Supreme,The Spinach Supreme Pizza,Spinach|Red Onions|Pepperoni|Tomatoes|Artichokes|Kalamata Olives|Garlic|Asiago Cheese,60|53|46|64|5|36|27|7
114,38,3785fc7c-35aa-4e40-b620-f54b10e8a832,spin_pesto_m,2,01/03/2025,04:25:35,16.5,33.0,M,Veggie,The Spinach Pesto Pizza,Spinach|Artichokes|Tomatoes|Sun-dried Tomatoes|Garlic|Pesto Sauce,60|5|64|61|27|47
115,39,5a589b0f-69ac-4256-aea8-df379845f417,pepperoni_s,3,01/03/2025,18:57:53,9.75,29.25,S,Classic,The Pepperoni Pizza,Mozzarella Cheese|Pepperoni,38|46
116,39,5a589b0f-69ac-4256-aea8-df379845f417,spinach_fet_s,3,01/03/2025,18:57:53,12.0,36.0,S,Veggie,The Spinach and Feta Pizza,Spinach|Mushrooms|Red Onions|Feta Cheese|Garlic,60|39|53|24|27
117,39,5a589b0f-69ac-4256-aea8-df379845f417,spicy_ital_m,1,01/03/2025,18:57:53,16.5,16.5,M,Supreme,The Spicy Italian Pizza,Capocollo|Tomatoes|Goat Cheese|Artichokes|Peperoncini verdi|Garlic,15|64|29|5|45|27
118,40,79fd6dc6-dcef-40c2-9c4a-b76b05facfa5,veggie_veg_m,1,01/03/2025,11:55:23,16.0,16.0,M,Veggie,The Vegetables + Vegetables Pizza,Mushrooms|Tomatoes|Red Peppers|Green Peppers|Red Onions|Zucchini|Spinach|Garlic,39|64|54|33|53|65|60|27
119,40,79fd6dc6-dcef-40c2-9c4a-b76b05facfa5,spicy_ital_s,3,01/03/2025,11:55:23,12.5,37.5,S,Supreme,The Spicy Italian Pizza,Capocollo|Tomatoes|Goat Cheese|Artichokes|Peperoncini verdi|Garlic,15|64|29|5|45|27
120,41,4ecae9d3-e8de-48eb-baf6-e76c81c58c66,ital_veggie_s,1,01/03/2025,14:25:13,12.75,12.75,S,Veggie,The Italian Vegetables Pizza,Eggplant|Artichokes|Tomatoes|Zucchini|Red Peppers|Garlic|Pesto Sauce,23|5|64|65|54|27|47
121,41,4ecae9d3-e8de-48eb-baf6-e76c81c58c66,green_garden_l,3,01/03/2025,14:25:13,20.25,60.75,L,Veggie,The Green Garden Pizza,Spinach|Mushrooms|Tomatoes|Green Olives|Feta Cheese,60|39|64|32|24
122,42,3ca14b04-42b6-44cc-8eb1-3de66bd9bcae,mexicana_s,2,01/03/2025,21:11:11,12.0,24.0,S,Veggie,The Mexicana Pizza,Tomatoes|Red Peppers|Jalapeno Peppers|Red Onions|Cilantro|Corn|Chipotle Sauce|Garlic,64|54|35|53|20|22|18|27
123,42,3ca14b04-42b6-44cc-8eb1-3de66bd9bcae,pep_msh_pep_m,2,01/03/2025,21:11:11,14.5,29.0,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",Pepperoni|Mushrooms|Green Peppers,46|39|33
124,42,3ca14b04-42b6-44cc-8eb1-3de66bd9bcae,spinach_supr_l,1,01/03/2025,21:11:11,20.75,20.75,L,Supreme,The Spinach Supreme Pizza,Spinach|Red Onions|Pepperoni|Tomatoes|Artichokes|Kalamata Olives|Garlic|Asiago Cheese,60|53|46|64|5|36|27|7
125,43,20ae953d-06b1-4034-a24c-a173911af24e,hawaiian_s,1,01/03/2025,23:32:07,10.5,10.5,S,Classic,The Hawaiian Pizza,Sliced Ham|Pineapple|Mozzarella Cheese,57|48|38
126,43,20ae953d-06b1-4034-a24c-a173911af24e,ckn_pesto_l,3,01/03/2025,23:32:07,20.75,62.25,L,Chicken,The Chicken Pesto Pizza,Chicken|Tomatoes|Red Peppers|Spinach|Garlic|Pesto Sauce,17|64|54|60|27|47
127,43,20ae953d-06b1-4034-a24c-a173911af24e,peppr_salami_l,1,01/03/2025,23:32:07,20.75,20.75,L,Supreme,The Pepper Salami Pizza,Genoa Salami|Capocollo|Pepperoni|Tomatoes|Asiago Cheese|Garlic,28|15|46|64|7|27
128,43,20ae953d-06b1-4034-a24c-a173911af24e,mediterraneo_m,2,01/03/2025,23:32:07,16.0,32.0,M,Veggie,The Mediterranean Pizza,Spinach|Artichokes|Kalamata Olives|Sun-dried Tomatoes|Feta Cheese|Plum Tomatoes|Red Onions,60|5|36|61|24|49|53
129,43,20ae953d-06b1-4034-a24c-a173911af24e,classic_dlx_s,3,01/03/2025,23:32:07,12.0,36.0,S,Classic,The Classic Deluxe Pizza,Pepperoni|Mushrooms|Red Onions|Red Peppers|Bacon,46|39|53|54|8
130,44,b3f95dcd-caf0-4d0c-8890-a7b8e231c6b7,hawaiian_m,2,01/03/2025,04:52:30,13.25,26.5,M,Classic,The Hawaiian Pizza,Sliced Ham|Pineapple|Mozzarella Cheese,57|48|38
131,44,b3f95dcd-caf0-4d0c-8890-a7b8e231c6b7,ital_cpcllo_m,2,01/03/2025,04:52:30,16.0,32.0,M,Classic,The Italian Capocollo Pizza,Capocollo|Red Peppers|Tomatoes|Goat Cheese|Garlic|Oregano,15|54|64|29|27|41
132,45,7863e37d-24c8-4e18-8730-ea7e2a65606d,spin_pesto_s,1,01/03/2025,06:12:08,12.5,12.5,S,Veggie,The Spinach Pesto Pizza,Spinach|Artichokes|Tomatoes|Sun-dried Tomatoes|Garlic|Pesto Sauce,60|5|64|61|27|47
133,45,7863e37d-24c8-4e18-8730-ea7e2a65606d,pepperoni_l,1,01/03/2025,06:12:08,15.25,15.25,L,Classic,The Pepperoni Pizza,Mozzarella Cheese|Pepperoni,38|46
134,46,6a49a618-20de-4b7a-af94-1b4afeb9a85e,ital_cpcllo_m,1,01/03/2025,19:18:39,16.0,16.0,M,Classic,The Italian Capocollo Pizza,Capocollo|Red Peppers|Tomatoes|Goat Cheese|Garlic|Oregano,15|54|64|29|27|41
135,46,6a49a618-20de-4b7a-af94-1b4afeb9a85e,southw_ckn_m,2,01/03/2025,19:18:39,16.75,33.5,M,Chicken,The Southwest Chicken Pizza,Chicken|Tomatoes|Red Peppers|Red Onions|Jalapeno Peppers|Corn|Cilantro|Chipotle Sauce,17|64|54|53|35|22|20|18
136,46,6a49a618-20de-4b7a-af94-1b4afeb9a85e,prsc_argla_m,2,01/03/2025,19:18:39,16.5,33.0,M,Supreme,The Prosciutto and Arugula Pizza,Prosciutto di San Daniele|Arugula|Mozzarella Cheese,51|6|38
137,47,848bb1e9-3367-4758-8f73-e886fadfadab,calabrese_s,2,01/03/2025,01:16:55,12.25,24.5,S,Supreme,The Calabrese Pizza,?duja Salami|Pancetta|Tomatoes|Red Onions|Friggitello Peppers|Garlic,1|42|64|53|26|27
138,47,848bb1e9-3367-4758-8f73-e886fadfadab,spinach_fet_l,3,01/03/2025,01:16:55,20.25,60.75,L,Veggie,The Spinach and Feta Pizza,Spinach|Mushrooms|Red Onions|Feta Cheese|Garlic,60|39|53|24|27
139,47,848bb1e9-3367-4758-8f73-e886fadfadab,sicilian_l,1,01/03/2025,01:16:55,20.25,20.25,L,Supreme,The Sicilian Pizza,Coarse Sicilian Salami|Tomatoes|Green Olives|Luganega Sausage|Onions|Garlic,21|64|32|37|40|27
140,47,848bb1e9-3367-4758-8f73-e886fadfadab,mexicana_s,3,01/03/2025,01:16:55,12.0,36.0,S,Veggie,The Mexicana Pizza,Tomatoes|Red Peppers|Jalapeno Peppers|Red Onions|Cilantro|Corn|Chipotle Sauce|Garlic,64|54|35|53|20|22|18|27
141,47,848bb1e9-3367-4758-8f73-e886fadfadab,spinach_supr_m,1,01/03/2025,01:16:55,16.5,16.5,M,Supreme,The Spinach Supreme Pizza,Spinach|Red Onions|Pepperoni|Tomatoes|Artichokes|Kalamata Olives|Garlic|Asiago Cheese,60|53|46|64|5|36|27|7
142,48,93c6c6a9-16fb-43ad-bd64-1ee5eccdd750,sicilian_m,2,01/03/2025,09:27:30,16.25,32.5,M,Supreme,The Sicilian Pizza,Coarse Sicilian Salami|Tomatoes|Green Olives|Luganega Sausage|Onions|Garlic,21|64|32|37|40|27
143,48,93c6c6a9-16fb-43ad-bd64-1ee5eccdd750,green_garden_m,3,01/03/2025,09:27:30,16.0,48.0,M,Veggie,The Green Garden Pizza,Spinach|Mushrooms|Tomatoes|Green Olives|Feta Cheese,60|39|64|32|24
144,48,93c6c6a9-16fb-43ad-bd64-1ee5eccdd750,ital_veggie_m,3,01/03/2025,09:27:30,16.75,50.25,M,Veggie,The Italian Vegetables Pizza,Eggplant|Artichokes|Tomatoes|Zucchini|Red Peppers|Garlic|Pesto Sauce,23|5|64|65|54|27|47
145,49,2977486c-8467-4a72-a290-db87a9022320,veggie_veg_l,2,01/03/2025,14:38:46,20.25,40.5,L,Veggie,The Vegetables + Vegetables Pizza,Mushrooms|Tomatoes|Red Peppers|Green Peppers|Red Onions|Zucchini|Spinach|Garlic,39|64|54|33|53|65|60|27
146,49,2977486c-8467-4a72-a290-db87a9022320,soppressata_l,2,01/03/2025,14:38:46,20.75,41.5,L,Supreme,The Soppressata Pizza,Soppressata Salami|Fontina Cheese|Mozzarella Cheese|Mushrooms|Garlic,59|25|38|39|27
147,49,2977486c-8467-4a72-a290-db87a9022320,soppressata_s,2,01/03/2025,14:38:46,12.5,25.0,S,Supreme,The Soppressata Pizza,Soppressata Salami|Fontina Cheese|Mozzarella Cheese|Mushrooms|Garlic,59|25|38|39|27
148,50,90bd1ac2-2d0d-44e4-8a6f-b72e97e96a52,pep_msh_pep_s,3,01/03/2025,23:58:56,11.0,33.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",Pepperoni|Mushrooms|Green Peppers,46|39|33
149,50,90bd1ac2-2d0d-44e4-8a6f-b72e97e96a52,classic_dlx_m,3,01/03/2025,23:58:56,16.0,48.0,M,Classic,The Classic Deluxe Pizza,Pepperoni|Mushrooms|Red Onions|Red Peppers|Bacon,46|39|53|54|8
150,50,90bd1ac2-2d0d-44e4-8a6f-b72e97e96a52,hawaiian_l,2,01/03/2025,23:58:56,16.5,33.0,L,Classic,The Hawaiian Pizza,Sliced Ham|Pineapple|Mozzarella Cheese,57|48|38
151,51,0327ed4c-b4a3-4746-9221-3bb172a05c50,spinach_fet_s,2,01/03/2025,15:27:11,12.0,24.0,S,Veggie,The Spinach and Feta Pizza,Spinach|Mushrooms|Red Onions|Feta Cheese|Garlic,60|39|53|24|27
152,51,0327ed4c-b4a3-4746-9221-3bb172a05c50,ital_cpcllo_l,1,01/03/2025,15:27:11,20.5,20.5,L,Classic,The Italian Capocollo Pizza,Capocollo|Red Peppers|Tomatoes|Goat Cheese|Garlic|Oregano,15|54|64|29|27|41
153,51,0327ed4c-b4a3-4746-9221-3bb172a05c50,ital_cpcllo_l,1,01/03/2025,15:27:11,20.5,20.5,L,Classic,The Italian Capocollo Pizza,Capocollo|Red Peppers|Tomatoes|Goat Cheese|Garlic|Oregano,15|54|64|29|27|41
154,51,0327ed4c-b4a3-4746-9221-3bb172a05c50,ckn_pesto_l,3,01/03/2025,15:27:11,20.75,62.25,L,Chicken,The Chicken Pesto Pizza,Chicken|Tomatoes|Red Peppers|Spinach|Garlic|Pesto Sauce,17|64|54|60|27|47
155,52,cf7e8e8a-a4d1-4bf2-8914-fa66e3a86401,spinach_supr_l,3,01/03/2025,20:11:47,20.75,62.25,L,Supreme,The Spinach Supreme Pizza,Spinach|Red Onions|Pepperoni|Tomatoes|Artichokes|Kalamata Olives|Garlic|Asiago Cheese,60|53|46|64|5|36|27|7
156,53,74da3d01-2efe-4a55-bc98-0269bb58eca8,soppressata_m,1,01/04/2025,21:32:09,16.5,16.5,M,Supreme,The Soppressata Pizza,Soppressata Salami|Fontina Cheese|Mozzarella Cheese|Mushrooms|Garlic,59|25|38|39|27
157,53,74da3d01-2efe-4a55-bc98-0269bb58eca8,hawaiian_l,3,01/04/2025,21:32:09,16.5,49.5,L,Classic,The Hawaiian Pizza,Sliced Ham|Pineapple|Mozzarella Cheese,57|48|38
158,53,74da3d01-2efe-4a55-bc98-0269bb58eca8,bbq_ckn_m,2,01/04/2025,21:32:09,16.75,33.5,M,Chicken,The Barbecue Chicken Pizza,Barbecued Chicken|Red Peppers|Green Peppers|Tomatoes|Red Onions|Barbecue Sauce,10|54|33|64|53|9
159,54,b5379b33-1eb5-496a-8731-e74c70eb9be2,cali_ckn_l,1,01/04/2025,18:34:18,20.75,20.75,L,Chicken,The California Chicken Pizza,Chicken|Artichoke|Spinach|Garlic|Jalapeno Peppers|Fontina Cheese|Gouda Cheese,17|4|60|27|35|25|31
160,54,b5379b33-1eb5-496a-8731-e74c70eb9be2,ital_supr_l,2,01/04/2025,18:34:18,20.75,41.5,L,Supreme,The Italian Supreme Pizza,Calabrese Salami|Capocollo|Tomatoes|Red Onions|Green Olives|Garlic,14|15|64|53|32|27
161,54,b5379b33-1eb5-496a-8731-e74c70eb9be2,bbq_ckn_l,1,01/04/2025,18:34:18,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza,Barbecued Chicken|Red Peppers|Green Peppers|Tomatoes|Red Onions|Barbecue Sauce,10|54|33|64|53|9
162,54,b5379b33-1eb5-496a-8731-e74c70eb9be2,calabrese_l,3,01/04/2025,18:34:18,20.25,60.75,L,Supreme,The Calabrese Pizza,?duja Salami|Pancetta|Tomatoes|Red Onions|Friggitello Peppers|Garlic,1|42|64|53|26|27
163,55,0e3589bb-de61-46a5-8e84-88eee064506d,ital_veggie_s,1,01/04/2025,12:58:58,12.75,12.75,S,Veggie,The Italian Vegetables Pizza,Eggplant|Artichokes|Tomatoes|Zucchini|Red Peppers|Garlic|Pesto Sauce,23|5|64|65|54|27|47
164,55,0e3589bb-de61-46a5-8e84-88eee064506d,bbq_ckn_m,3,01/04/2025,12:58:58,16.75,50.25,M,Chicken,The Barbecue Chicken Pizza,Barbecued Chicken|Red Peppers|Green Peppers|Tomatoes|Red Onions|Barbecue Sauce,10|54|33|64|53|9
165,55,0e3589bb-de61-46a5-8e84-88eee064506d,calabrese_m,1,01/04/2025,12:58:58,16.25,16.25,M,Supreme,The Calabrese Pizza,?duja Salami|Pancetta|Tomatoes|Red Onions|Friggitello Peppers|Garlic,1|42|64|53|26|27
166,55,0e3589bb-de61-46a5-8e84-88eee064506d,brie_carre_s,2,01/04/2025,12:58:58,23.65,47.3,S,Supreme,The Brie Carre Pizza,Brie Carre Cheese|Prosciutto|Caramelized Onions|Pears|Thyme|Garlic,13|50|16|44|63|27
167,55,0e3589bb-de61-46a5-8e84-88eee064506d,napolitana_m,3,01/04/2025,12:58:58,16.0,48.0,M,Classic,The Napolitana Pizza,Tomatoes|Anchovies|Green Olives|Red Onions|Garlic,64|3|32|53|27
168,56,430e5411-6ed3-439b-93c3-e885b2a37d0f,napolitana_s,2,01/04/2025,20:04:19,12.0,24.0,S,Classic,The Napolitana Pizza,Tomatoes|Anchovies|Green Olives|Red Onions|Garlic,64|3|32|53|27
169,57,2068f48f-4c39-4084-81d1-95af149d8547,green_garden_s,1,01/04/2025,19:42:06,12.0,12.0,S,Veggie,The Green Garden Pizza,Spinach|Mushrooms|Tomatoes|Green Olives|Feta Cheese,60|39|64|32|24
170,57,2068f48f-4c39-4084-81d1-95af149d8547,hawaiian_l,3,01/04/2025,19:42:06,16.5,49.5,L,Classic,The Hawaiian Pizza,Sliced Ham|Pineapple|Mozzarella Cheese,57|48|38
171,57,2068f48f-4c39-4084-81d1-95af149d8547,soppressata_m,3,01/04/2025,19:42:06,16.5,49.5,M,Supreme,The Soppressata Pizza,Soppressata Salami|Fontina Cheese|Mozzarella Cheese|Mushrooms|Garlic,59|25|38|39|27
172,57,2068f48f-4c39-4084-81d1-95af149d8547,ital_supr_s,3,01/04/2025,19:42:06,12.5,37.5,S,Supreme,The Italian Supreme Pizza,Calabrese Salami|Capocollo|Tomatoes|Red Onions|Green Olives|Garlic,14|15|64|53|32|27
173,57,2068f48f-4c39-4084-81d1-95af149d8547,sicilian_s,3,01/04/2025,19:42:06,12.25,36.75,S,Supreme,The Sicilian Pizza,Coarse Sicilian Salami|Tomatoes|Green Olives|Luganega Sausage|Onions|Garlic,21|64|32|37|40|27
174,58,5b16d3ac-510a-4143-8a0a-785ce783f3d8,classic_dlx_s,2,01/04/2025,03:04:40,12.0,24.0,S,Classic,The Classic Deluxe Pizza,Pepperoni|Mushrooms|Red Onions|Red Peppers|Bacon,46|39|53|54|8
175,58,5b16d3ac-510a-4143-8a0a-785ce783f3d8,bbq_ckn_m,2,01/04/2025,03:04:40,16.75,33.5,M,Chicken,The Barbecue Chicken Pizza,Barbecued Chicken|Red Peppers|Green Peppers|Tomatoes|Red Onions|Barbecue Sauce,10|54|33|64|53|9
176,58,5b16d3ac-510a-4143-8a0a-785ce783f3d8,spinach_supr_s,1,01/04/2025,03:04:40,12.5,12.5,S,Supreme,The Spinach Supreme Pizza,Spinach|Red Onions|Pepperoni|Tomatoes|Artichokes|Kalamata Olives|Garlic|Asiago Cheese,60|53|46|64|5|36|27|7
177,58,5b16d3ac-510a-4143-8a0a-785ce783f3d8,the_greek_xl,1,01/04/2025,03:04:40,25.5,25.5,XL,Classic,The Greek Pizza,Kalamata Olives|Feta Cheese|Tomatoes|Garlic|Beef Chuck Roast|Red Onions,36|24|64|27|11|53
178,58,5b16d3ac-510a-4143-8a0a-785ce783f3d8,classic_dlx_s,2,01/04/2025,03:04:40,12.0,24.0,S,Classic,The Classic Deluxe Pizza,Pepperoni|Mushrooms|Red Onions|Red Peppers|Bacon,46|39|53|54|8
179,59,a10563f4-6fdc-42e7-abf7-e19133da2654,ital_veggie_s,3,01/04/2025,00:11:54,12.75,38.25,S,Veggie,The Italian Vegetables Pizza,Eggplant|Artichokes|Tomatoes|Zucchini|Red Peppers|Garlic|Pesto Sauce,23|5|64|65|54|27|47
180,59,a10563f4-6fdc-42e7-abf7-e19133da2654,spin_pesto_m,3,01/04/2025,00:11:54,16.5,49.5,M,Veggie,The Spinach Pesto Pizza,Spinach|Artichokes|Tomatoes|Sun-dried Tomatoes|Garlic|Pesto Sauce,60|5|64|61|27|47
181,60,4d481210-54e4-4e94-80f3-81ba408de5a5,ckn_pesto_m,3,01/04/2025,21:25:13,16.75,50.25,M,Chicken,The Chicken Pesto Pizza,Chicken|Tomatoes|Red Peppers|Spinach|Garlic|Pesto Sauce,17|64|54|60|27|47
182,60,4d481210-54e4-4e94-80f3-81ba408de5a5,mediterraneo_m,1,01/04/2025,21:25:13,16.0,16.0,M,Veggie,The Mediterranean Pizza,Spinach|Artichokes|Kalamata Olives|Sun-dried Tomatoes|Feta Cheese|Plum Tomatoes|Red Onions,60|5|36|61|24|49|53
183,60,4d481210-54e4-4e94-80f3-81ba408de5a5,five_cheese_l,3,01/04/2025,21:25:13,18.5,55.5,L,Veggie,The Five Cheese Pizza,Mozzarella Cheese|Provolone Cheese|Smoked Gouda Cheese|Romano Cheese|Blue Cheese|Garlic,38|52|58|56|12|27
184,61,ce69d742-4723-467f-9e5d-262fff84a6a6,mediterraneo_l,1,01/05/2025,14:11:52,20.25,20.25,L,Veggie,The Mediterranean Pizza,Spinach|Artichokes|Kalamata Olives|Sun-dried Tomatoes|Feta Cheese|Plum Tomatoes|Red Onions,60|5|36|61|24|49|53
185,61,ce69d742-4723-467f-9e5d-262fff84a6a6,classic_dlx_s,1,01/05/2025,14:11:52,12.0,12.0,S,Classic,The Classic Deluxe Pizza,Pepperoni|Mushrooms|Red Onions|Red Peppers|Bacon,46|39|53|54|8
186,61,ce69d742-4723-467f-9e5d-262fff84a6a6,classic_dlx_m,1,01/05/2025,14:11:52,16.0,16.0,M,Classic,The Classic Deluxe Pizza,Pepperoni|Mushrooms|Red Onions|Red Peppers|Bacon,46|39|53|54|8
187,61,ce69d742-4723-467f-9e5d-262fff84a6a6,ital_veggie_s,1,01/05/2025,14:11:52,12.75,12.75,S,Veggie,The Italian Vegetables Pizza,Eggplant|Artichokes|Tomatoes|Zucchini|Red Peppers|Garlic|Pesto Sauce,23|5|64|65|54|27|47
188,61,ce69d742-4723-467f-9e5d-262fff84a6a6,ital_supr_s,3,01/05/2025,14:11:52,12.5,37.5,S,Supreme,The Italian Supreme Pizza,Calabrese Salami|Capocollo|Tomatoes|Red Onions|Green Olives|Garlic,14|15|64|53|32|27
189,62,6b1937f5-86dd-4f84-8500-6f0a08b1af94,veggie_veg_l,3,01/05/2025,01:52:07,20.25,60.75,L,Veggie,The Vegetables + Vegetables Pizza,Mushrooms|Tomatoes|Red Peppers|Green Peppers|Red Onions|Zucchini|Spinach|Garlic,39|64|54|33|53|65|60|27
190,62,6b1937f5-86dd-4f84-8500-6f0a08b1af94,spicy_ital_s,2,01/05/2025,01:52:07,12.5,25.0,S,Supreme,The Spicy Italian Pizza,Capocollo|Tomatoes|Goat Cheese|Artichokes|Peperoncini verdi|Garlic,15|64|29|5|45|27
191,62,6b1937f5-86dd-4f84-8500-6f0a08b1af94,ckn_pesto_m,2,01/05/2025,01:52:07,16.75,33.5,M,Chicken,The Chicken Pesto Pizza,Chicken|Tomatoes|Red Peppers|Spinach|Garlic|Pesto Sauce,17|64|54|60|27|47
192,63,706fb86b-91f7-4e76-8efe-a4753c8a0526,ckn_pesto_m,3,01/05/2025,10:08:44,16.75,50.25,M,Chicken,The Chicken Pesto Pizza,Chicken|Tomatoes|Red Peppers|Spinach|Garlic|Pesto Sauce,17|64|54|60|27|47
193,63,706fb86b-91f7-4e76-8efe-a4753c8a0526,spicy_ital_s,1,01/05/2025,10:08:44,12.5,12.5,S,Supreme,The Spicy Italian Pizza,Capocollo|Tomatoes|Goat Cheese|Artichokes|Peperoncini verdi|Garlic,15|64|29|5|45|27
194,63,706fb86b-91f7-4e76-8efe-a4753c8a0526,prsc_argla_s,2,01/05/2025,10:08:44,12.5,25.0,S,Supreme,The Prosciutto and Arugula Pizza,Prosciutto di San Daniele|Arugula|Mozzarella Cheese,51|6|38
195,64,a3867ed0-9303-4ce2-b40d-a9711a5efef0,ital_veggie_l,1,01/05/2025,15:40:17,21.0,21.0,L,Veggie,The Italian Vegetables Pizza,Eggplant|Artichokes|Tomatoes|Zucchini|Red Peppers|Garlic|Pesto Sauce,23|5|64|65|54|27|47
196,64,a3867ed0-9303-4ce2-b40d-a9711a5efef0,spinach_supr_s,3,01/05/2025,15:40:17,12.5,37.5,S,Supreme,The Spinach Supreme Pizza,Spinach|Red Onions|Pepperoni|Tomatoes|Artichokes|Kalamata Olives|Garlic|Asiago Cheese,60|53|46|64|5|36|27|7
197,64,a3867ed0-9303-4ce2-b40d-a9711a5efef0,ckn_pesto_s,2,01/05/2025,15:40:17,12.75,25.5,S,Chicken,The Chicken Pesto Pizza,Chicken|Tomatoes|Red Peppers|Spinach|Garlic|Pesto Sauce,17|64|54|60|27|47
198,64,a3867ed0-9303-4ce2-b40d-a9711a5efef0,bbq_ckn_s,2,01/05/2025,15:40:17,12.75,25.5,S,Chicken,The Barbecue Chicken Pizza,Barbecued Chicken|Red Peppers|Green Peppers|Tomatoes|Red Onions|Barbecue Sauce,10|54|33|64|53|9
199,64,a3867ed0-9303-4ce2-b40d-a9711a5efef0,calabrese_m,3,01/05/2025,15:40:17,16.25,48.75,M,Supreme,The Calabrese Pizza,?duja Salami|Pancetta|Tomatoes|Red Onions|Friggitello Peppers|Garlic,1|42|64|53|26|27
200,65,c5ee9489-e7ea-4da3-9a86-b34c76f6d340,ckn_pesto_m,3,01/05/2025,12:29:15,16.75,50.25,M,Chicken,The Chicken Pesto Pizza,Chicken|Tomatoes|Red Peppers|Spinach|Garlic|Pesto Sauce,17|64|54|60|27|47
201,65,c5ee9489-e7ea-4da3-9a86-b34c76f6d340,veggie_veg_m,2,01/05/2025,12:29:15,16.0,32.0,M,Veggie,The Vegetables + Vegetables Pizza,Mushrooms|Tomatoes|Red Peppers|Green Peppers|Red Onions|Zucchini|Spinach|Garlic,39|64|54|33|53|65|60|27
202,65,c5ee9489-e7ea-4da3-9a86-b34c76f6d340,pep_msh_pep_s,1,01/05/2025,12:29:15,11.0,11.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",Pepperoni|Mushrooms|Green Peppers,46|39|33
203,65,c5ee9489-e7ea-4da3-9a86-b34c76f6d340,brie_carre_s,1,01/05/2025,12:29:15,23.65,23.65,S,Supreme,The Brie Carre Pizza,Brie Carre Cheese|Prosciutto|Caramelized Onions|Pears|Thyme|Garlic,13|50|16|44|63|27
204,65,c5ee9489-e7ea-4da3-9a86-b34c76f6d340,ital_supr_s,1,01/05/2025,12:29:15,12.5,12.5,S,Supreme,The Italian Supreme Pizza,Calabrese Salami|Capocollo|Tomatoes|Red Onions|Green Olives|Garlic,14|15|64|53|32|27
